category,repository,package,version,outcome,evaded_both,status,baseline_test,exploit_reproduces,granularity,units_total,units_kept,winning_transform,transform_layers,semgrep_fixed,semgrep_new_full,semgrep_new_minimal,semgrep_new_final,codeql_fixed,codeql_new_full,codeql_new_minimal,codeql_new_final,detected_by,semgrep_top_rules,codeql_top_rules,ci_strategy,ci_verdict,audit_new,repo_suspect,semgrep_messages,codeql_messages,rerun,previous_outcome,previous_status
prototype-pollution,schnittstabil/merge-options,merge-options,1.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,11,1,,,0,0,0,0,0,0,0,0,neither,,,exploit-minimal,skipped,125,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,MithrilJS/mithril.js,mithril,1.0.0,setup-fail,,infra-error,,,line,5,,,,,,,,,,,,,,,,,,,,,,setup-fail,infra-error
prototype-pollution,jonschlinkert/mixin-deep,mixin-deep,2.0.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,17,3,,,0,0,0,0,0,1,1,1,codeql,,js/prototype-pollution-utility×1,exploit-minimal,skipped,0,,,js/prototype-pollution-utility @ index.js:21 — Properties are copied from [obj](1) to [target](2) without guarding against prototype pollution.,,ok,minimized+partial-evade (ci:skipped)
prototype-pollution,aheckmann/mpath,mpath,0.4.1,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
prototype-pollution,aheckmann/mquery,mquery,3.2.1,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
prototype-pollution,cosmosio/nested-property,nested-property,0.0.5,benchmark-fail,,baseline-already-vulnerable: image-not-fixed,pass,,line,8,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,baseline-already-vulnerable: image-not-fixed
prototype-pollution,lukeed/nestie,nestie,1.0.0,setup-fail,,rebuild-failed,fail,,line,5,,,,,,,,,,,,,,,,,,,,,,setup-fail,rebuild-failed
prototype-pollution,digitalbazaar/forge,node-forge,0.9.0,ok,n/a (codeql),minimized+partial-evade (ci:preserved),fail,yes,line,14,1,pp-assign->helper-set,sink,6,3,3,3,,,,,semgrep,prototype-pollution-loop×3,,exploit-minimal,preserved,0,,"prototype-pollution-loop @ lib/util.js:2547 — Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicio… || prototype-pollution-loop @ lib/util.js:2574 — Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicio… || prototype-pollution-loop @ lib/util.js:2605 — Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicio…",,yes,benchmark-fail,revert-applied-no-repro
prototype-pollution,nodee-apps/utils,nodee-utils,1.2.2,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,3,1,pp-assign->helper-set,sink,7,1,1,1,8,2,2,2,both,mini-prototype-pollution-path-write×1,js/prototype-polluting-assignment×2,exploit-minimal,skipped,0,,"mini-prototype-pollution-path-write @ lib/object.js:200 — Writes through a caller-supplied property path without rejecting the `__proto__`, `constructor` and `prototype` segments, so a crafted path reaches Object.prototype (prototype pollution).",js/prototype-polluting-assignment @ lib/object.js:212 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || js/prototype-polluting-assignment @ lib/object.js:214 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1).,,ok,minimized+partial-evade (ci:skipped)
prototype-pollution,FireBlinkLTD/object-collider,object-collider,1.0.3,setup-fail,,rebuild-failed,fail,,line,7,,,,,,,,,,,,,,,,,,,,,,setup-fail,rebuild-failed
prototype-pollution,mariocasciaro/object-path,object-path,0.11.4,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,5,1,,,1,0,0,0,4,0,0,0,neither,,,exploit-minimal,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,skratchdot/object-path-set,object-path-set,1.0.0,ok,yes,minimized+partial-evade (ci:skipped),fail,yes,line,8,1,pp-assign->helper-set,sink,1,0,0,0,0,2,2,0,neither,,,exploit-minimal,skipped,96,,,,,ok,minimized+partial-evade (ci:skipped)
prototype-pollution,vincit/objection.js,objection,2.0.0,exploit-fail,,poc-self-fires-on-revert,fail,,line,2,,,,,,,,,,,,,,,,,,,,,,exploit-fail,poc-self-fires-on-revert
prototype-pollution,okunishinishi/node-objnest,objnest,5.0.0,exploit-fail,,poc-self-fires-on-revert,fail,,line,1,,,,,,,,,,,,,,,,,,,,,,exploit-fail,poc-self-fires-on-revert
prototype-pollution,pjshumphreys/patchmerge,patchmerge,1.0.1,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,2,1,,,0,0,0,0,1,0,0,0,neither,,,exploit-minimal,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,chaijs/pathval,pathval,1.1.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,31,2,,,6,0,0,0,0,2,2,2,codeql,,js/prototype-polluting-assignment×2,exploit-minimal,skipped,0,,,js/prototype-polluting-assignment @ index.js:158 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || js/prototype-polluting-assignment @ index.js:170 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1).,,ok,minimized+partial-evade (ci:skipped)
prototype-pollution,fabiospampinato/plain-object-merge,plain-object-merge,1.0.1,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,,,setup-fail,image-failed
prototype-pollution,steveukx/properties,properties-reader,2.0.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,3,1,pp-guard-mention(decoy),decoy,5,1,1,0,3,1,1,1,codeql,,js/prototype-polluting-assignment×1,exploit-minimal,skipped,0,,,js/prototype-polluting-assignment @ src/properties-reader.js:225 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1).,,ok,minimized+partial-evade (ci:skipped)
prototype-pollution,jquense/expr,property-expr,2.0.2,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,20,1,,,8,0,0,0,1,0,0,0,neither,,,exploit-minimal,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,ardalanamini/prototyped.js,prototyped.js,2.0.0,exploit-fail,,poc-no-assertions,,,line,2,,,,,,,,,,,,,,,,,,,,,,exploit-fail,poc-no-assertions
prototype-pollution,panates/putil-merge,putil-merge,3.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,2,1,,,0,0,0,0,3,0,0,0,neither,,,exploit-minimal,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,diegohaz/querymen,querymen,2.1.3,setup-fail,,infra-error,,,line,4,,,,,,,,,,,,,,,,,,,,,,setup-fail,infra-error
prototype-pollution,jessie-codes/safe-flat,safe-flat,2.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,3,1,,,1,1,0,0,0,0,0,0,neither,,,exploit-minimal,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,monsterkodi/sds,sds,3.2.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,9,1,pp-guard-mention(decoy),decoy,3,1,1,0,6,0,0,0,neither,,,exploit-minimal,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,doowb/set-getter,set-getter,0.1.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,7,1,pp-assign->helper-set,sink,1,1,1,0,0,0,0,0,neither,,,exploit-minimal,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,ahdinosaur/set-in,set-in,1.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,5,1,,,0,0,0,0,0,1,0,0,neither,,,exploit-minimal,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,react-atomic/react-atomic-organism,set-object-value,0.0.5,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,react-atomic/react-atomic-organism,,,,setup-fail,image-failed
prototype-pollution,IonicaBizau/set-or-get.js,set-or-get,1.2.10,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,1,1,,,0,0,0,0,0,0,0,0,neither,,,exploit-minimal,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,jonschlinkert/set-value,set-value,3.0.0,ok,n/a (codeql),minimized+evaded (ci:broken),fail,yes,line,32,20,pp-assign->helper-set,sink,2,1,1,0,,,,,neither,,,ci-unpreservable,broken,0,,,,yes,benchmark-fail,revert-applied-no-repro
prototype-pollution,robinvdvleuten/shvl,shvl,2.0.1,benchmark-fail,,baseline-already-vulnerable: image-not-fixed,pass,,line,2,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,baseline-already-vulnerable: image-not-fixed
prototype-pollution,stampit-org/supermixer,supermixer,1.0.3,setup-fail,,rebuild-failed,fail,,line,2,,,,,,,,,,,,,,,,,,,,,,setup-fail,rebuild-failed
prototype-pollution,nolimits4web/swiper,swiper,6.5.0,setup-fail,,rebuild-failed,fail,,line,1,,,,,,,,,,,,,,,,,,,,,,setup-fail,rebuild-failed
prototype-pollution,thinkjs/think-config,think-config,1.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
prototype-pollution,totaljs/framework,total.js,3.4.6,ok,n/a (codeql),minimized+evaded (ci:skipped),fail,yes,line,1,1,,,18,0,0,0,,,,,neither,,,exploit-minimal,skipped,0,totaljs/framework,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,cronvel/tree-kit,tree-kit,0.6.1,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,57,3,,,5,1,1,1,14,26,12,12,both,prototype-pollution-loop×1,js/prototype-polluting-assignment×12,exploit-minimal,skipped,0,,"prototype-pollution-loop @ lib/dotPath.js:101 — Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicio…",js/prototype-polluting-assignment @ lib/dotPath.js:98 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library in… || js/prototype-polluting-assignment @ lib/dotPath.js:126 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || js/prototype-polluting-assignment @ lib/dotPath.js:146 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || js/prototype-polluting-assignment @ lib/dotPath.js:167 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || js/prototype-polluting-assignment @ lib/dotPath.js:188 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || js/prototype-polluting-assignment @ lib/dotPath.js:208 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || (+6 more),,ok,minimized+partial-evade (ci:skipped)
prototype-pollution,justinlettau/ts-dot-prop,ts-dot-prop,1.4.0,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,,,setup-fail,image-failed
prototype-pollution,remy/undefsafe,undefsafe,2.0.2,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,2,1,,,1,0,0,0,0,0,0,0,neither,,,exploit-minimal,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
prototype-pollution,xcritical-software/utilitify,utilitify,1.0.2,setup-fail,,revert-apply-failed,fail,,line,6,,,,,,,,,,,,,,,,,,,,,,setup-fail,revert-apply-failed
redos,chalk/ansi-regex,ansi-regex,4.1.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,1,1,,,1,0,0,0,0,0,0,0,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,axios/axios,axios,0.21.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,1,1,,,0,0,0,0,11,0,0,0,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,juliangruber/brace-expansion,brace-expansion,1.1.6,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,1,1,,,1,0,0,0,0,1,1,0,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,browserslist/browserslist,browserslist,4.16.4,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,line,7,1,,,3,0,0,0,,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,,yes,benchmark-fail,baseline-already-vulnerable: image-not-fixed
redos,kanasimi/CeJS,cejs,2.0.20170212,setup-fail,,revert-apply-failed,fail,,line,5,,,,,,,,,,,,,,,,,,,,,yes,benchmark-fail,baseline-already-vulnerable: image-not-fixed
redos,wanasit/chrono,chrono-node,2.2.3,benchmark-fail,,baseline-already-vulnerable: image-not-fixed,pass,,line,16,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,baseline-already-vulnerable: image-not-fixed
redos,jakubpawlowicz/clean-css,clean-css,4.1.10,ok,n/a (codeql),minimized+evaded (ci:skipped),fail,yes,line,21,4,,,2,1,1,0,,,,,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,codemirror/CodeMirror,codemirror,5.58.0,exploit-fail,,poc-ignores-package,,,,,,,,,,,,,,,,,,,,,,,,,,exploit-fail,poc-ignores-package
redos,Qix-/color-string,color-string,1.5.4,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,2,1,,,0,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ index.js:154 — This [regular expression](1) that depends on [library input](2) may run slow on strings starting with 'hwb(' and with many repetitions of '9'. This [regular expression](1) that depends on [library input](3) may run slow…,,ok,minimized+partial-evade (ci:skipped)
redos,jaywcjlove/colors-cli,colors-cli,1.0.25,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,1,1,,,1,0,0,0,2,0,0,0,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,hapijs/content,content,3.0.5,benchmark-fail,,revert-applied-no-repro,fail,,line,5,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,conventional-changelog/conventional-changelog,conventional-commits-parser,3.2.0,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,conventional-changelog/conventional-changelog,,,,benchmark-fail,revert-applied-no-repro
redos,knowledgecode/date-and-time,date-and-time,0.14.1,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,2,1,,,24,0,0,0,3,1,1,1,codeql,,js/redos×1,,skipped,0,,,js/redos @ date-and-time.js:139 — This part of the regular expression may cause exponential backtracking on strings starting with '\[' and containing many repetitions of 'Z'.,,ok,minimized+partial-evade (ci:skipped)
redos,RyanMarcus/dirty-json,dirty-json,0.4.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,15,2,,,0,0,0,0,0,2,1,1,codeql,,js/redos×1,,skipped,0,,,"js/redos @ lexer.js:79 — This part of the regular expression may cause exponential backtracking on strings starting with '""' and containing many repetitions of '!'.",,ok,minimized+partial-evade (ci:skipped)
redos,josdejong/ducktype,ducktype,1.2.0,exploit-fail,no,minimized+partial-evade-EXPLOIT-BROKEN (ci:skipped),fail,no,hunk,75,60,,,0,0,0,0,0,1,1,1,codeql,,js/redos×1,,skipped,55,,,js/redos @ ducktype.js:161 — This part of the regular expression may cause exponential backtracking on strings starting with 'ftp://-.' and containing many repetitions of '-.'.,,exploit-fail,minimized+partial-evade-EXPLOIT-BROKEN (ci:skipped)
redos,nmanousos/email-existence,email-existence,0.1.5,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,2,1,,,0,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ index.js:9 — This [regular expression](1) that depends on [library input](2) may run slow on strings starting with '!@' and with many repetitions of '!@'.,,ok,minimized+partial-evade (ci:skipped)
redos,ethers-io/ethers.js,ethers,5.2.0,benchmark-fail,,revert-applied-no-repro,fail,,line,5,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,C2FO/fast-csv,fast-csv,4.3.5,benchmark-fail,,revert-applied-no-repro,fail,,line,5,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,jshttp/forwarded,forwarded,0.1.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,4,2,,,0,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ index.js:82 — This [regular expression](1) that depends on [library input](2) may run slow on strings with many repetitions of ' '.,,ok,minimized+partial-evade (ci:skipped)
redos,jshttp/fresh,fresh,0.5.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,4,2,,,0,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ index.js:67 — This [regular expression](1) that depends on [library input](2) may run slow on strings with many repetitions of ' '.,,ok,minimized+partial-evade (ci:skipped)
redos,gulpjs/glob-parent,glob-parent,5.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,highlightjs/highlight.js,highlight.js,10.4.0,benchmark-fail,,revert-applied-no-repro,fail,,hunk,78,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,npm/hosted-git-info,hosted-git-info,3.0.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,2,1,,,0,0,0,0,3,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ index.js:44 — This [regular expression](1) that depends on [library input](2) may run slow on strings starting with '9:9' and with many repetitions of '99'.,,ok,minimized+partial-evade (ci:skipped)
redos,remarkablemark/html-dom-parser,html-dom-parser,0.1.2,benchmark-fail,,revert-applied-no-repro,fail,,line,7,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,HenrikJoreteg/html-parse-stringify,html-parse-stringify,2.0.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,3,1,,,0,0,0,0,2,2,2,2,codeql,,js/redos×2,,skipped,0,,,"js/redos @ src/parse.js:1 — This part of the regular expression may cause exponential backtracking on strings starting with '<!""""' and containing many repetitions of '""""'. || js/redos @ src/parse.js:1 — This part of the regular expression may cause exponential backtracking on strings starting with '<!''' and containing many repetitions of ''''.",,ok,minimized+partial-evade (ci:skipped)
redos,segmentio/is-email,is-email,1.0.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,12,1,,,0,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ lib/index.js:13 — This [regular expression](1) that depends on [library input](2) may run slow on strings with many repetitions of 'a'. This [regular expression](3) that depends on [library input](2) may run slow on strings starting with…,,ok,minimized+partial-evade (ci:skipped)
redos,mafintosh/is-my-json-valid,is-my-json-valid,2.20.1,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,4,1,,,2,0,0,0,0,0,0,0,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,sindresorhus/is-svg,is-svg,4.2.2,benchmark-fail,,revert-applied-no-repro,fail,,line,14,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,MrRio/jsPDF,jspdf,2.1.1,benchmark-fail,,baseline-already-vulnerable: image-not-fixed,pass,,line,1,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,baseline-already-vulnerable: image-not-fixed
redos,locutusjs/locutus,locutus,2.0.10,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,lodash/lodash,lodash,4.17.4,benchmark-fail,,revert-applied-no-repro,fail,,line,8,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,markdown-it/markdown-it,markdown-it,9.1.0,benchmark-fail,,revert-applied-no-repro,fail,,line,5,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,markedjs/marked,marked,0.3.6,benchmark-fail,,revert-applied-no-repro,fail,,hunk,70,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,expressjs/method-override,method-override,2.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,4,3,,,0,0,0,0,,,,,neither,,,exploit-minimal,preserved,0,,,,yes,benchmark-fail,revert-applied-no-repro
redos,broofa/node-mime,mime,1.4.0,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,isaacs/minimatch,minimatch,3.0.0,exploit-fail,no,minimized+evaded-EXPLOIT-BROKEN (ci:skipped),fail,no,line,5,5,,,4,0,0,0,1,0,0,0,neither,,,,skipped,0,,,,,exploit-fail,minimized+evaded-EXPLOIT-BROKEN (ci:skipped)
redos,hgoebl/mobile-detect.js,mobile-detect,1.3.6,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,17,2,,,16,0,0,0,,,,,neither,,,exploit-minimal,preserved,0,,,,yes,benchmark-fail,baseline-already-vulnerable: image-not-fixed
redos,vercel/ms,ms,0.7.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,1,1,,,1,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ index.js:41 — This [regular expression](1) that depends on [library input](2) may run slow on strings with many repetitions of '99'.,,ok,minimized+partial-evade (ci:skipped)
redos,NaturalNode/natural,natural,5.1.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,2,1,,,0,0,0,0,1,0,0,0,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,sindresorhus/normalize-url,normalize-url,6.0.0,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,line,2,1,,,1,0,0,0,,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,,yes,benchmark-fail,revert-applied-no-repro
redos,npm/npm-user-validate,npm-user-validate,1.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,3,1,,,1,0,0,0,,,,,neither,,,exploit-minimal,preserved,0,,,,yes,benchmark-fail,revert-applied-no-repro
redos,fb55/nth-check,nth-check,2.0.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,22,2,,,0,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ src/parse.ts:22 — This [regular expression](1) that depends on [library input](2) may run slow on strings with many repetitions of ' '. This [regular expression](1) that depends on [library input](3) may run slow on strings with many rep…,,ok,minimized+partial-evade (ci:skipped)
redos,mholt/PapaParse,papaparse,5.1.1,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,1,1,,,6,0,0,0,8,0,0,0,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,postcss/postcss,postcss,8.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,ramda/ramda,ramda,0.27.1,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,facebook/react-native,react-native,0.63.0-rc.0,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,,,setup-fail,image-failed
redos,pocketly/node-sanitize,sanitize,2.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,4,1,,,2,0,0,0,0,0,0,0,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,sindresorhus/semver-regex,semver-regex,3.1.1,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,Khan/simple-markdown,simple-markdown,0.7.2,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,npm/ssri,ssri,8.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,3,1,,,1,0,0,0,,,,,neither,,,exploit-minimal,preserved,0,,,,yes,benchmark-fail,revert-applied-no-repro
redos,cronvel/terminal-kit,terminal-kit,2.1.0,ok,n/a (codeql),minimized+evaded (ci:skipped),fail,yes,line,8,1,,,87,0,0,0,,,,,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,mrdoob/three.js,three,0.122.0,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,hunk,318,89,,,0,0,0,0,,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,,yes,benchmark-fail,baseline-already-vulnerable: image-not-fixed
redos,daaku/nodejs-tmpl,tmpl,1.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,1,1,,,2,0,0,0,,,,,neither,,,exploit-minimal,preserved,0,,,,yes,benchmark-fail,revert-applied-no-repro
redos,stevemao/trim-off-newlines,trim-off-newlines,1.0.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,7,1,,,0,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ index.js:6 — This [regular expression](1) that depends on [library input](2) may run slow on strings with many repetitions of '\n'.,,ok,minimized+partial-evade (ci:skipped)
redos,FGRibreau/node-truncate,truncate,2.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,3,2,,,1,0,0,0,0,0,0,0,neither,,,,skipped,0,,,,,ok,minimized+evaded (ci:skipped)
redos,faisalman/ua-parser-js,ua-parser-js,0.7.22,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,johnhenry/valid-email,valid-email,0.0.1,ok,n/a (codeql),minimized+evaded (ci:none),fail,yes,line,2,1,,,0,0,0,0,,,,,neither,,,exploit-minimal,none,0,,,,yes,benchmark-fail,revert-applied-no-repro
redos,tux-tn/validator.js,validator,13.5.2,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,,,benchmark-fail,revert-applied-no-repro
redos,websockets/ws,ws,7.0.0,exploit-fail,,poc-ignores-package,,,line,2,,,,,,,,,,,,,,,,,,,,,,exploit-fail,poc-ignores-package
